index;name;country_y;LON;LAT;geometry_y;bidding_zone_y;NUTS_NAME;NUTS_ID;BZ2;p_nom;carrier;marginal_cost;efficiency
132;DE0 3;DE;8981679047;5210925455;POINT (8981679047 5210925455);DE;Nordrhein-Westfalen;DEA;DEII2;0.3;ror;0;0.9
132;DE0 3;DE;8981679047;5210925455;POINT (8981679047 5210925455);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
133;DE0 30;DE;8117274304;5035216392;POINT (8117274304 5035216392);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
133;DE0 30;DE;8117274304;5035216392;POINT (8117274304 5035216392);DE;Hessen;DE7;DEII2;3.536;ror;0;0.9
133;DE0 30;DE;8117274304;5035216392;POINT (8117274304 5035216392);DE;Hessen;DE7;DEII2;0;solar;0.01;1
134;DE0 31;DE;9080200333;5298322;POINT (9080200333 5298322);DE;Niedersachsen;DE9;DEII1;157;CCGT;47.2;0.5
134;DE0 31;DE;9080200333;5298322;POINT (9080200333 5298322);DE;Niedersachsen;DE9;DEII1;52.8;OCGT;5.838.461.538;0.39
134;DE0 31;DE;9080200333;5298322;POINT (9080200333 5298322);DE;Niedersachsen;DE9;DEII1;22;biomass;1.495.726.496;0.468
134;DE0 31;DE;9080200333;5298322;POINT (9080200333 5298322);DE;Niedersachsen;DE9;DEII1;119;coal;2.410.344.828;0.464
134;DE0 31;DE;9080200333;5298322;POINT (9080200333 5298322);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
134;DE0 31;DE;9080200333;5298322;POINT (9080200333 5298322);DE;Niedersachsen;DE9;DEII1;29.9;ror;0;0.9
134;DE0 31;DE;9080200333;5298322;POINT (9080200333 5298322);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
135;DE0 32;DE;12031403;49350177;POINT (12031403 49350177);DE;Bayern;DE2;DEII2;13.3;OCGT;5.838.461.538;0.39
135;DE0 32;DE;12031403;49350177;POINT (12031403 49350177);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
135;DE0 32;DE;12031403;49350177;POINT (12031403 49350177);DE;Bayern;DE2;DEII2;27.672;ror;0;0.9
135;DE0 32;DE;12031403;49350177;POINT (12031403 49350177);DE;Bayern;DE2;DEII2;0;solar;0.01;1
136;DE0 33;DE;9621277;5085971;POINT (9621277 5085971);DE;Hessen;DE7;DEII2;69;CCGT;47.2;0.5
136;DE0 33;DE;9621277;5085971;POINT (9621277 5085971);DE;Hessen;DE7;DEII2;72;OCGT;5.838.461.538;0.39
136;DE0 33;DE;9621277;5085971;POINT (9621277 5085971);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
136;DE0 33;DE;9621277;5085971;POINT (9621277 5085971);DE;Hessen;DE7;DEII2;1.265;ror;0;0.9
136;DE0 33;DE;9621277;5085971;POINT (9621277 5085971);DE;Hessen;DE7;DEII2;0;solar;0.01;1
137;DE0 34;DE;9758606;54306108;POINT (9758606 54306108);DE;Schleswig-Holstein;DEF;DEII1;21.5;OCGT;5.838.461.538;0.39
137;DE0 34;DE;9758606;54306108;POINT (9758606 54306108);DE;Schleswig-Holstein;DEF;DEII1;323;coal;2.410.344.828;0.464
137;DE0 34;DE;9758606;54306108;POINT (9758606 54306108);DE;Schleswig-Holstein;DEF;DEII1;0;offwind-ac;0.015;1
137;DE0 34;DE;9758606;54306108;POINT (9758606 54306108);DE;Schleswig-Holstein;DEF;DEII1;87;oil;1.302.264.631;0.393
137;DE0 34;DE;9758606;54306108;POINT (9758606 54306108);DE;Schleswig-Holstein;DEF;DEII1;0;onwind;0.015;1
137;DE0 34;DE;9758606;54306108;POINT (9758606 54306108);DE;Schleswig-Holstein;DEF;DEII1;0;solar;0.01;1
138;DE0 35;DE;6527939;4990430575;POINT (6527939 4990430575);DE;Rheinland-Pfalz;DEB;DEII2;0;onwind;0.015;1
138;DE0 35;DE;6527939;4990430575;POINT (6527939 4990430575);DE;Rheinland-Pfalz;DEB;DEII2;24.7;ror;0;0.9
138;DE0 35;DE;6527939;4990430575;POINT (6527939 4990430575);DE;Rheinland-Pfalz;DEB;DEII2;0;solar;0.01;1
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;394.2;CCGT;47.2;0.5
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;105;OCGT;5.838.461.538;0.39
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;90.3;biomass;1.495.726.496;0.468
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;1377.9;coal;2.410.344.828;0.464
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;70;oil;1.302.264.631;0.393
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;2.031;ror;0;0.9
139;DE0 36;DE;8326263;49009952;POINT (8326263 49009952);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
140;DE0 37;DE;10095062;48793295;POINT (10095062 48793295);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
140;DE0 37;DE;10095062;48793295;POINT (10095062 48793295);DE;Baden-Württemberg;DE1;DEII2;0.4935;ror;0;0.9
140;DE0 37;DE;10095062;48793295;POINT (10095062 48793295);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
141;DE0 38;DE;1330453119;5256520779;POINT (1330453119 5256520779);DE;Berlin;DE3;DEII1;444;CCGT;47.2;0.5
141;DE0 38;DE;1330453119;5256520779;POINT (1330453119 5256520779);DE;Berlin;DE3;DEII1;384.8;OCGT;5.838.461.538;0.39
141;DE0 38;DE;1330453119;5256520779;POINT (1330453119 5256520779);DE;Berlin;DE3;DEII1;777;coal;2.410.344.828;0.464
141;DE0 38;DE;1330453119;5256520779;POINT (1330453119 5256520779);DE;Berlin;DE3;DEII1;218;oil;1.302.264.631;0.393
141;DE0 38;DE;1330453119;5256520779;POINT (1330453119 5256520779);DE;Berlin;DE3;DEII1;0;onwind;0.015;1
141;DE0 38;DE;1330453119;5256520779;POINT (1330453119 5256520779);DE;Berlin;DE3;DEII1;0;solar;0.01;1
142;DE0 39;DE;12271729;54068253;POINT (12271729 54068253);DE;Mecklenburg-Vorpommern;DE8;DEII1;108;CCGT;47.2;0.5
142;DE0 39;DE;12271729;54068253;POINT (12271729 54068253);DE;Mecklenburg-Vorpommern;DE8;DEII1;514;coal;2.410.344.828;0.464
142;DE0 39;DE;12271729;54068253;POINT (12271729 54068253);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;offwind-ac;0.015;1
142;DE0 39;DE;12271729;54068253;POINT (12271729 54068253);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;onwind;0.015;1
142;DE0 39;DE;12271729;54068253;POINT (12271729 54068253);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;solar;0.01;1
143;DE0 4;DE;8494072077;4795893701;POINT (8494072077 4795893701);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
143;DE0 4;DE;8494072077;4795893701;POINT (8494072077 4795893701);DE;Baden-Württemberg;DE1;DEII2;0.756;ror;0;0.9
143;DE0 4;DE;8494072077;4795893701;POINT (8494072077 4795893701);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
144;DE0 40;DE;11431961;4882268;POINT (11431961 4882268);DE;Bayern;DE2;DEII2;1407;CCGT;47.2;0.5
144;DE0 40;DE;11431961;4882268;POINT (11431961 4882268);DE;Bayern;DE2;DEII2;15.1;biomass;1.495.726.496;0.468
144;DE0 40;DE;11431961;4882268;POINT (11431961 4882268);DE;Bayern;DE2;DEII2;1187;oil;1.302.264.631;0.393
144;DE0 40;DE;11431961;4882268;POINT (11431961 4882268);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
144;DE0 40;DE;11431961;4882268;POINT (11431961 4882268);DE;Bayern;DE2;DEII2;87.16;ror;0;0.9
144;DE0 40;DE;11431961;4882268;POINT (11431961 4882268);DE;Bayern;DE2;DEII2;0;solar;0.01;1
145;DE0 41;DE;11722412;50582365;POINT (11722412 50582365);DE;Thüringen;DEG;DEII1;26.5;OCGT;5.838.461.538;0.39
145;DE0 41;DE;11722412;50582365;POINT (11722412 50582365);DE;Thüringen;DEG;DEII1;0;onwind;0.015;1
145;DE0 41;DE;11722412;50582365;POINT (11722412 50582365);DE;Thüringen;DEG;DEII1;0.312;ror;0;0.9
145;DE0 41;DE;11722412;50582365;POINT (11722412 50582365);DE;Thüringen;DEG;DEII1;0;solar;0.01;1
146;DE0 42;DE;9191437;510879615;POINT (9191437 510879615);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
146;DE0 42;DE;9191437;510879615;POINT (9191437 510879615);DE;Hessen;DE7;DEII2;0.523;ror;0;0.9
146;DE0 42;DE;9191437;510879615;POINT (9191437 510879615);DE;Hessen;DE7;DEII2;0;solar;0.01;1
147;DE0 43;DE;73553465;51470671;POINT (73553465 51470671);DE;Nordrhein-Westfalen;DEA;DEII2;417;CCGT;47.2;0.5
147;DE0 43;DE;73553465;51470671;POINT (73553465 51470671);DE;Nordrhein-Westfalen;DEA;DEII2;37.1;OCGT;5.838.461.538;0.39
147;DE0 43;DE;73553465;51470671;POINT (73553465 51470671);DE;Nordrhein-Westfalen;DEA;DEII2;37.7;biomass;1.495.726.496;0.468
147;DE0 43;DE;73553465;51470671;POINT (73553465 51470671);DE;Nordrhein-Westfalen;DEA;DEII2;220.436.347;coal;2.410.344.828;0.464
147;DE0 43;DE;73553465;51470671;POINT (73553465 51470671);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
147;DE0 43;DE;73553465;51470671;POINT (73553465 51470671);DE;Nordrhein-Westfalen;DEA;DEII2;0.8;ror;0;0.9
147;DE0 43;DE;73553465;51470671;POINT (73553465 51470671);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
148;DE0 44;DE;801387753;5091310695;POINT (801387753 5091310695);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
148;DE0 44;DE;801387753;5091310695;POINT (801387753 5091310695);DE;Nordrhein-Westfalen;DEA;DEII2;81.055;ror;0;0.9
148;DE0 44;DE;801387753;5091310695;POINT (801387753 5091310695);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
149;DE0 45;DE;10020905;52337856;POINT (10020905 52337856);DE;Niedersachsen;DE9;DEII1;76.2;OCGT;5.838.461.538;0.39
149;DE0 45;DE;10020905;52337856;POINT (10020905 52337856);DE;Niedersachsen;DE9;DEII1;13;biomass;1.495.726.496;0.468
149;DE0 45;DE;10020905;52337856;POINT (10020905 52337856);DE;Niedersachsen;DE9;DEII1;690;coal;2.410.344.828;0.464
149;DE0 45;DE;10020905;52337856;POINT (10020905 52337856);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
149;DE0 45;DE;10020905;52337856;POINT (10020905 52337856);DE;Niedersachsen;DE9;DEII1;20.361;ror;0;0.9
149;DE0 45;DE;10020905;52337856;POINT (10020905 52337856);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
150;DE0 46;DE;6695022417;4937540226;POINT (6695022417 4937540226);DE;Saarland;DEC;DEII2;22;OCGT;5.838.461.538;0.39
150;DE0 46;DE;6695022417;4937540226;POINT (6695022417 4937540226);DE;Saarland;DEC;DEII2;389;coal;2.410.344.828;0.464
150;DE0 46;DE;6695022417;4937540226;POINT (6695022417 4937540226);DE;Saarland;DEC;DEII2;0;onwind;0.015;1
150;DE0 46;DE;6695022417;4937540226;POINT (6695022417 4937540226);DE;Saarland;DEC;DEII2;0;solar;0.01;1
151;DE0 47;DE;7033996667;5081689767;POINT (7033996667 5081689767);DE;Nordrhein-Westfalen;DEA;DEII2;67.7;CCGT;47.2;0.5
151;DE0 47;DE;7033996667;5081689767;POINT (7033996667 5081689767);DE;Nordrhein-Westfalen;DEA;DEII2;95;OCGT;5.838.461.538;0.39
151;DE0 47;DE;7033996667;5081689767;POINT (7033996667 5081689767);DE;Nordrhein-Westfalen;DEA;DEII2;14.5;lignite;1.348.769.575;0.447
151;DE0 47;DE;7033996667;5081689767;POINT (7033996667 5081689767);DE;Nordrhein-Westfalen;DEA;DEII2;114.4;oil;1.302.264.631;0.393
151;DE0 47;DE;7033996667;5081689767;POINT (7033996667 5081689767);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
151;DE0 47;DE;7033996667;5081689767;POINT (7033996667 5081689767);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
152;DE0 48;DE;1156024498;5358696921;POINT (1156024498 5358696921);DE;Mecklenburg-Vorpommern;DE8;DEII1;67.9;OCGT;5.838.461.538;0.39
152;DE0 48;DE;1156024498;5358696921;POINT (1156024498 5358696921);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;offwind-ac;0.015;1
152;DE0 48;DE;1156024498;5358696921;POINT (1156024498 5358696921);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;onwind;0.015;1
152;DE0 48;DE;1156024498;5358696921;POINT (1156024498 5358696921);DE;Mecklenburg-Vorpommern;DE8;DEII1;0.305;ror;0;0.9
152;DE0 48;DE;1156024498;5358696921;POINT (1156024498 5358696921);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;solar;0.01;1
153;DE0 49;DE;11635895;51994183;POINT (11635895 51994183);DE;Sachsen-Anhalt;DEE;DEII1;240.5;CCGT;47.2;0.5
153;DE0 49;DE;11635895;51994183;POINT (11635895 51994183);DE;Sachsen-Anhalt;DEE;DEII1;17.8;OCGT;5.838.461.538;0.39
153;DE0 49;DE;11635895;51994183;POINT (11635895 51994183);DE;Sachsen-Anhalt;DEE;DEII1;20.3;lignite;1.348.769.575;0.447
153;DE0 49;DE;11635895;51994183;POINT (11635895 51994183);DE;Sachsen-Anhalt;DEE;DEII1;0;onwind;0.015;1
153;DE0 49;DE;11635895;51994183;POINT (11635895 51994183);DE;Sachsen-Anhalt;DEE;DEII1;3.12;ror;0;0.9
153;DE0 49;DE;11635895;51994183;POINT (11635895 51994183);DE;Sachsen-Anhalt;DEE;DEII1;0;solar;0.01;1
154;DE0 5;DE;11840515;48869232;POINT (11840515 48869232);DE;Bayern;DE2;DEII2;25.4;OCGT;5.838.461.538;0.39
154;DE0 5;DE;11840515;48869232;POINT (11840515 48869232);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
154;DE0 5;DE;11840515;48869232;POINT (11840515 48869232);DE;Bayern;DE2;DEII2;0.198;ror;0;0.9
154;DE0 5;DE;11840515;48869232;POINT (11840515 48869232);DE;Bayern;DE2;DEII2;0;solar;0.01;1
155;DE0 50;DE;9396057;48037692;POINT (9396057 48037692);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
155;DE0 50;DE;9396057;48037692;POINT (9396057 48037692);DE;Baden-Württemberg;DE1;DEII2;1.012;ror;0;0.9
155;DE0 50;DE;9396057;48037692;POINT (9396057 48037692);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
156;DE0 51;DE;1039444;53007347;POINT (1039444 53007347);DE;Niedersachsen;DE9;DEII1;40;coal;2.410.344.828;0.464
156;DE0 51;DE;1039444;53007347;POINT (1039444 53007347);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
156;DE0 51;DE;1039444;53007347;POINT (1039444 53007347);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
157;DE0 52;DE;8366680684;5003861271;POINT (8366680684 5003861271);DE;Hessen;DE7;DEII2;881.3;CCGT;47.2;0.5
157;DE0 52;DE;8366680684;5003861271;POINT (8366680684 5003861271);DE;Hessen;DE7;DEII2;25;OCGT;5.838.461.538;0.39
157;DE0 52;DE;8366680684;5003861271;POINT (8366680684 5003861271);DE;Hessen;DE7;DEII2;19.3;biomass;1.495.726.496;0.468
157;DE0 52;DE;8366680684;5003861271;POINT (8366680684 5003861271);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
157;DE0 52;DE;8366680684;5003861271;POINT (8366680684 5003861271);DE;Hessen;DE7;DEII2;0;solar;0.01;1
158;DE0 53;DE;656982425;51359927;POINT (656982425 51359927);DE;Nordrhein-Westfalen;DEA;DEII2;645.8;CCGT;47.2;0.5
158;DE0 53;DE;656982425;51359927;POINT (656982425 51359927);DE;Nordrhein-Westfalen;DEA;DEII2;57.7;OCGT;5.838.461.538;0.39
158;DE0 53;DE;656982425;51359927;POINT (656982425 51359927);DE;Nordrhein-Westfalen;DEA;DEII2;27.5;lignite;1.348.769.575;0.447
158;DE0 53;DE;656982425;51359927;POINT (656982425 51359927);DE;Nordrhein-Westfalen;DEA;DEII2;4.8;oil;1.302.264.631;0.393
158;DE0 53;DE;656982425;51359927;POINT (656982425 51359927);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
158;DE0 53;DE;656982425;51359927;POINT (656982425 51359927);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
159;DE0 54;DE;6756918539;5088757137;POINT (6756918539 5088757137);DE;Nordrhein-Westfalen;DEA;DEII2;1230;CCGT;47.2;0.5
159;DE0 54;DE;6756918539;5088757137;POINT (6756918539 5088757137);DE;Nordrhein-Westfalen;DEA;DEII2;15.1;OCGT;5.838.461.538;0.39
159;DE0 54;DE;6756918539;5088757137;POINT (6756918539 5088757137);DE;Nordrhein-Westfalen;DEA;DEII2;3695;lignite;1.348.769.575;0.447
159;DE0 54;DE;6756918539;5088757137;POINT (6756918539 5088757137);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
159;DE0 54;DE;6756918539;5088757137;POINT (6756918539 5088757137);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
160;DE0 55;DE;13808441;50952371;POINT (13808441 50952371);DE;Sachsen;DED;DEII1;260;CCGT;47.2;0.5
160;DE0 55;DE;13808441;50952371;POINT (13808441 50952371);DE;Sachsen;DED;DEII1;0;onwind;0.015;1
160;DE0 55;DE;13808441;50952371;POINT (13808441 50952371);DE;Sachsen;DED;DEII1;0.11;ror;0;0.9
160;DE0 55;DE;13808441;50952371;POINT (13808441 50952371);DE;Sachsen;DED;DEII1;0;solar;0.01;1
161;DE0 56;DE;7712402;48103763;POINT (7712402 48103763);DE;Baden-Württemberg;DE1;DEII2;40;CCGT;47.2;0.5
161;DE0 56;DE;7712402;48103763;POINT (7712402 48103763);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
161;DE0 56;DE;7712402;48103763;POINT (7712402 48103763);DE;Baden-Württemberg;DE1;DEII2;17.828;ror;0;0.9
161;DE0 56;DE;7712402;48103763;POINT (7712402 48103763);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
162;DE0 57;DE;10802307;49408293;POINT (10802307 49408293);DE;Bayern;DE2;DEII2;823;CCGT;47.2;0.5
162;DE0 57;DE;10802307;49408293;POINT (10802307 49408293);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
162;DE0 57;DE;10802307;49408293;POINT (10802307 49408293);DE;Bayern;DE2;DEII2;29.293;ror;0;0.9
162;DE0 57;DE;10802307;49408293;POINT (10802307 49408293);DE;Bayern;DE2;DEII2;0;solar;0.01;1
163;DE0 58;DE;1406392838;5325859287;POINT (1406392838 5325859287);DE;Brandenburg;DE4;DEII1;37.8;biomass;1.495.726.496;0.468
163;DE0 58;DE;1406392838;5325859287;POINT (1406392838 5325859287);DE;Brandenburg;DE4;DEII1;0;offwind-ac;0.015;1
163;DE0 58;DE;1406392838;5325859287;POINT (1406392838 5325859287);DE;Brandenburg;DE4;DEII1;0;offwind-dc;0.015;1
163;DE0 58;DE;1406392838;5325859287;POINT (1406392838 5325859287);DE;Brandenburg;DE4;DEII1;333.5;oil;1.302.264.631;0.393
163;DE0 58;DE;1406392838;5325859287;POINT (1406392838 5325859287);DE;Brandenburg;DE4;DEII1;0;onwind;0.015;1
163;DE0 58;DE;1406392838;5325859287;POINT (1406392838 5325859287);DE;Brandenburg;DE4;DEII1;0;solar;0.01;1
164;DE0 59;DE;86688995;52030081;POINT (86688995 52030081);DE;Nordrhein-Westfalen;DEA;DEII2;184;CCGT;47.2;0.5
164;DE0 59;DE;86688995;52030081;POINT (86688995 52030081);DE;Nordrhein-Westfalen;DEA;DEII2;74.2;OCGT;5.838.461.538;0.39
164;DE0 59;DE;86688995;52030081;POINT (86688995 52030081);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
164;DE0 59;DE;86688995;52030081;POINT (86688995 52030081);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
165;DE0 6;DE;8476453623;4958282383;POINT (8476453623 4958282383);DE;Hessen;DE7;DEII2;954.5;CCGT;47.2;0.5
165;DE0 6;DE;8476453623;4958282383;POINT (8476453623 4958282383);DE;Hessen;DE7;DEII2;41.5;OCGT;5.838.461.538;0.39
165;DE0 6;DE;8476453623;4958282383;POINT (8476453623 4958282383);DE;Hessen;DE7;DEII2;57.9;biomass;1.495.726.496;0.468
165;DE0 6;DE;8476453623;4958282383;POINT (8476453623 4958282383);DE;Hessen;DE7;DEII2;240.113.822;nuclear;1.690.207.715;0.337
165;DE0 6;DE;8476453623;4958282383;POINT (8476453623 4958282383);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
165;DE0 6;DE;8476453623;4958282383;POINT (8476453623 4958282383);DE;Hessen;DE7;DEII2;0;solar;0.01;1
166;DE0 60;DE;7489499896;5032178314;POINT (7489499896 5032178314);DE;Rheinland-Pfalz;DEB;DEII2;38.8;CCGT;47.2;0.5
166;DE0 60;DE;7489499896;5032178314;POINT (7489499896 5032178314);DE;Rheinland-Pfalz;DEB;DEII2;0;onwind;0.015;1
166;DE0 60;DE;7489499896;5032178314;POINT (7489499896 5032178314);DE;Rheinland-Pfalz;DEB;DEII2;37.728;ror;0;0.9
166;DE0 60;DE;7489499896;5032178314;POINT (7489499896 5032178314);DE;Rheinland-Pfalz;DEB;DEII2;0;solar;0.01;1
167;DE0 61;DE;11017914;51475396;POINT (11017914 51475396);DE;Sachsen-Anhalt;DEE;DEII1;0;onwind;0.015;1
167;DE0 61;DE;11017914;51475396;POINT (11017914 51475396);DE;Sachsen-Anhalt;DEE;DEII1;5.304;ror;0;0.9
167;DE0 61;DE;11017914;51475396;POINT (11017914 51475396);DE;Sachsen-Anhalt;DEE;DEII1;0;solar;0.01;1
168;DE0 62;DE;107707215;481663275;POINT (107707215 481663275);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
168;DE0 62;DE;107707215;481663275;POINT (107707215 481663275);DE;Bayern;DE2;DEII2;75.537;ror;0;0.9
168;DE0 62;DE;107707215;481663275;POINT (107707215 481663275);DE;Bayern;DE2;DEII2;0;solar;0.01;1
169;DE0 63;DE;94338225;496937595;POINT (94338225 496937595);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
169;DE0 63;DE;94338225;496937595;POINT (94338225 496937595);DE;Baden-Württemberg;DE1;DEII2;5.075;ror;0;0.9
169;DE0 63;DE;94338225;496937595;POINT (94338225 496937595);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
170;DE0 64;DE;9404493143;5389182814;POINT (9404493143 5389182814);DE;Schleswig-Holstein;DEF;DEII1;1410;nuclear;1.690.207.715;0.337
170;DE0 64;DE;9404493143;5389182814;POINT (9404493143 5389182814);DE;Schleswig-Holstein;DEF;DEII1;0;offwind-ac;0.015;1
170;DE0 64;DE;9404493143;5389182814;POINT (9404493143 5389182814);DE;Schleswig-Holstein;DEF;DEII1;0;offwind-dc;0.015;1
170;DE0 64;DE;9404493143;5389182814;POINT (9404493143 5389182814);DE;Schleswig-Holstein;DEF;DEII1;388.5;oil;1.302.264.631;0.393
170;DE0 64;DE;9404493143;5389182814;POINT (9404493143 5389182814);DE;Schleswig-Holstein;DEF;DEII1;0;onwind;0.015;1
170;DE0 64;DE;9404493143;5389182814;POINT (9404493143 5389182814);DE;Schleswig-Holstein;DEF;DEII1;0;solar;0.01;1
171;DE0 65;DE;14092026;54607454;POINT (14092026 54607454);DE;OffBZB;OffBZB;OffBZB;;;;
172;DE0 66;DE;64894865;50882648;POINT (64894865 50882648);DE;Nordrhein-Westfalen;DEA;DEII2;414;OCGT;5.838.461.538;0.39
172;DE0 66;DE;64894865;50882648;POINT (64894865 50882648);DE;Nordrhein-Westfalen;DEA;DEII2;1993.5;lignite;1.348.769.575;0.447
172;DE0 66;DE;64894865;50882648;POINT (64894865 50882648);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
172;DE0 66;DE;64894865;50882648;POINT (64894865 50882648);DE;Nordrhein-Westfalen;DEA;DEII2;30.225;ror;0;0.9
172;DE0 66;DE;64894865;50882648;POINT (64894865 50882648);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
173;DE0 67;DE;14440155;52114939;POINT (14440155 52114939);DE;Brandenburg;DE4;DEII1;18.3;biomass;1.495.726.496;0.468
173;DE0 67;DE;14440155;52114939;POINT (14440155 52114939);DE;Brandenburg;DE4;DEII1;45;lignite;1.348.769.575;0.447
173;DE0 67;DE;14440155;52114939;POINT (14440155 52114939);DE;Brandenburg;DE4;DEII1;0;onwind;0.015;1
173;DE0 67;DE;14440155;52114939;POINT (14440155 52114939);DE;Brandenburg;DE4;DEII1;0;solar;0.01;1
174;DE0 68;DE;8390808;53343173;POINT (8390808 53343173);DE;Niedersachsen;DE9;DEII1;321;OCGT;5.838.461.538;0.39
174;DE0 68;DE;8390808;53343173;POINT (8390808 53343173);DE;Niedersachsen;DE9;DEII1;134.083.362;nuclear;1.690.207.715;0.337
174;DE0 68;DE;8390808;53343173;POINT (8390808 53343173);DE;Niedersachsen;DE9;DEII1;0;offwind-ac;0.015;1
174;DE0 68;DE;8390808;53343173;POINT (8390808 53343173);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
174;DE0 68;DE;8390808;53343173;POINT (8390808 53343173);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
175;DE0 69;DE;109135435;522718885;POINT (109135435 522718885);DE;Niedersachsen;DE9;DEII1;11.4;OCGT;5.838.461.538;0.39
175;DE0 69;DE;109135435;522718885;POINT (109135435 522718885);DE;Niedersachsen;DE9;DEII1;200;coal;2.410.344.828;0.464
175;DE0 69;DE;109135435;522718885;POINT (109135435 522718885);DE;Niedersachsen;DE9;DEII1;352;lignite;1.348.769.575;0.447
175;DE0 69;DE;109135435;522718885;POINT (109135435 522718885);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
175;DE0 69;DE;109135435;522718885;POINT (109135435 522718885);DE;Niedersachsen;DE9;DEII1;0.045;ror;0;0.9
175;DE0 69;DE;109135435;522718885;POINT (109135435 522718885);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
176;DE0 7;DE;11453247;50981776;POINT (11453247 50981776);DE;Thüringen;DEG;DEII1;109.1;CCGT;47.2;0.5
176;DE0 7;DE;11453247;50981776;POINT (11453247 50981776);DE;Thüringen;DEG;DEII1;11;OCGT;5.838.461.538;0.39
176;DE0 7;DE;11453247;50981776;POINT (11453247 50981776);DE;Thüringen;DEG;DEII1;0;onwind;0.015;1
176;DE0 7;DE;11453247;50981776;POINT (11453247 50981776);DE;Thüringen;DEG;DEII1;0;solar;0.01;1
177;DE0 70;DE;1223259;48648788;POINT (1223259 48648788);DE;Bayern;DE2;DEII2;16;OCGT;5.838.461.538;0.39
